Unnamed: 0,Name,Address,Phone,Fax,Mailing,Email,Web,Contact,Additional locations,Degrees/Certificates Offered,Program and Facilities Description,Services,Duration,Basic Rate,Clients,Notes
168,DEPAUL UNIVERSITY,"School of Music  804 W. Belden Ave.  Chicago, IL 60614-3296",['773-325-7260'],,,musicadmissions@depaul.edu ,depaul.edu,,,,,,,,,
169,ELMHURST COLLEGE,"Department of Music  Irion Hall, 114  190 Prospect Ave.  Elmhurst, IL 60126",['630-617-3524'],,,admit@elmhurst.edu ,elmhurst.edu/music,,,,,,,,,
170,MERIT SCHOOL OF MUSIC,"Joy Faith Knapp Music Center  38 S. Peoria St.  Chicago, IL 60607    Contact : Charles Grode, President & Exec. Director",['312-786-9428'],,,cgrode@meritmusic.org ,meritmusic.org ,,,,,,,please call or see web for info,,
171,MILLIKIN UNIVERSITY,"School of Music Perkinson Music Center  Room 103 1184 W. Main St.  Decautur, IL 62522","['217-424-6300', '800-373-7733']",,,bjustison@millikin.edu ,millikin.edu/music,Brian Justison ,,,,,,,,
172,"MUSICAL EXPRESSIONS OF  ILLINOIS, LLC  ","602 W 5th Ave. Suite F &E  Naperville, IL 60563",['630-355-1110'],,,info@musicalexpressions.net ,musicalexpressions.net ,,,,,,,please call for info,,
173,MUSIC INSTITUTE OF CHICAGO,"St James Cathedral  65 East Huron Street  Chicago, IL 60211  847-",['847-448-8319'],,,,musicinstituteofchicago.org ,," Gratz Center  Fourth Presbyterian Church  126 East Chestnut Street  Chicago, I  60611 ",,,,,please call for info ,,
174,NORTHWESTERN UNIVERSITY  SCHOOL OF MUSIC  ,"70 Arts Circle Dr.  Evanston, IL 60208-1200",['847-491-7575'],,,musiclife@northwestern.edu ,music.northwestern.edu ,,,,,,,please call or see web for info,,
175,SOUTHERN ILLINOIS UNIVERSITY CARBONDALE,"Altgeld, Mail Code 4302  1000 S. Normal Ave.  Carbondale, IL 62901",['618-536-8742'],,,music@siu.edu ,cola.siu.edu/music,,,,,,,,,
176,VANDERCOOK COLLEGE OF MUSIC,"3140 S. Federal St.  Chicago, IL 60616-3731",['312-225-6288'],,,admissions@vandercook.edu ,vandercook.edu,,,,,,,,,
177,BALL STATE UNIVERSITY,"School of Music  Hargreaves Music Building (MU)  203 Muncie, IN 47306",['765-285-5400'],,,music@bsu.edu ,bsu.edu/music,,,,,,,,,
178,BUTLER UNIVERSITY,"School of Music, Lily Hall, Room 229  4600 Sunset Ave.  Indianapolis, IN 46208",['317-940-9246'],,,dmurray@butler.edu ,butler.edu/music,"David Murray, Director of the School of Music  ",,,,,,,,
179,INDIANA UNIVERSITY JACOBS  SCHOOL OF MUSIC  ,"1201 E. 3rd St., Merrill Hall 101  Bloomington, IN 47405-2200",['812-855-7998'],,,musicadm@indiana.edu ,music.indiana.edu ,,,,,,,please call or see web for info,,
180,INDIANA STATE UNIVERSITY  SCHOOL OF MUSIC  ,"300 N. 7th St.  Terre Haute, IN 47809",['812-237-2771'],,,isu-music@mall.indstate.edu ,indstate.edu/music,,,,,,,,,
181,THE UNIVERSITY OF IOWA SCHOOL OF MUSIC,"93 E. Burlington St.  Iowa City, IA 52242",['319-335-1603'],,,music@uiowa.edu Web : music.uiowa.edu ,,,,,,,,,,
182,UNIVERSITY OF NORTHERN IOWA SCHOOL OF,"MUSIC  115 Russell Hall  Cedar Falls, IA 50614",['319-273-2024'],,,music@uni.edu Web : uni.edu/music ,,,,,,,,,,
183,THE INSTITUTE OF AUDIO ENGINEERING ARTS,"1933 N. 10th St.  Kansas City, KS 66104    Email : info@recordingeducation.com",['913-621-2300'],,,,recordingeducation.com ,,,,,,,please call or see web for info,,
184,UNIVERSITY OF LOUISVILLE SCHOOL OF MUSIC,"Louisville, KY 40292",['502-852-6907'],,,gomusic@louisville.edu ,louisville.edu/music,,,,,,,,,
185,ANDY HYMEL SCHOOL OF MUSIC,"505 Kepler St.  Gretna, LA 70053",['504-362-1212'],,,andyhymel@andyhymelschoolofmusic.com ,andyhymelschoolofmusic.com ,,,,,,,please call for info,,
186,COVINGTON SCHOOL OF MUSIC,"1111 Village Walk  Covington, LA 70433",['985-590-4545'],,,,laapa.com ,," Mandeville School Of Music  105 Campbell Ave., #3  Mandeville, LA 70448  985-674-2992 ",,,,,please call or see web for info ,,
187,RIVER RIDGE SCHOOL OF  MUSIC & DANCE  ,"2020 Dickory Ave., Ste. 200  Harahan, LA 70123",['504-738-3050'],,,,,,,,,,,,,
188,LOYOLA UNIVERSITY,"Music and Media  6363 St. Charles Avenue Box 8  New Orleans, LA 70118",['504-865-3037'],,,cmfa@loyno.edu ,cmm.loyno.edu,,,,,,,,,
189,METAIRIE SCHOOL OF MUSIC,"3338 Chalfant Dr.  Metairie, LA 70005",['504-421-8811'],,,metairiemusicacademy@gmail.com ,metairiemusicacademy.com ,"Vicki Genova, Owner ",,,,"guitar, bass, vocals, piano, drums",,,,
190,THE MUSIC CENTER,"49 Topsham Fair MallRoad,  2  Topsham, Maine 04086",['207-725-6161'],,,sales@themusiccenter.net ,themusiccenter.net ,,,,,,,please call or see web for info,,
191,NEW ENGLAND SCHOOL OF COMMUNICATIONS,"Husson University  1 College Cir.  Bangor, ME 04401",['207-941-7000'],,,admit@husson.edu ,husson.edu/nescom ,,,,,"Bachelor of Science Degree in Com- munications Technology, Media Studies, Entertain-  ment Production ",,,,
192,PORTLAND CONSERVATORY  OF MUSIC  ,"Woodfords Congregational Church  202 Woodford St.  Portland, ME 04103",['207-775-3356'],,,info@portlandconservatoryofmusic.org ,portlandconservatoryofmusic.org ,,,,,,,please call or see web for info,,
193,RIVER TREE ARTS,"35 Western Ave.  Kennebunk, ME 04043",['207-967-9120'],,,info@rivertreearts.org ,rivertreearts.org ,,,,,,,please call or see web for info,,
194,UNIVERSITY OF SOUTHERN  MAINE USM  ,"School of Music  Main Office, 103 Corthell Hall  Gorham, ME 04038",['207-780-5265'],,,usm.music@maine.edu ,usm.maine.edu/music ,,,,,,,please call or see web for info,,
195,MUSIC & ARTS CENTERS,"7820 Wormans Mill Rd  Suite K  Frederick, MD 21701","['301-620-2015', '888-731-5396']",,,info@musicarts.com ,musicarts.com ,,,,,,,,,"Music & Arts has served students, teachers and families through retail stores and school repre-  sentatives since 1952. Based in Frederick, MD, the  company specializes in instrument rentals, music  lessons and band and orchestra instrument sales.  Music & Arts was acquired by Guitar Center, Inc. in  April 2005 to expand its offerings to the beginning  and student musician. Music & Arts now has over  100 retail locations in 19 states. "
196,THE MUSIC CENTER AT  STRATHMORE  ,"5301 Tuckerman Ln.  North Bethesda, MD 20852",['301-897-5100'],,,crs@strathmore.org ,strathmore.org,,,,,,,,,
197,OMEGA STUDIOS,"12712 Rock Creek Mill Rd., Ste. 14A  Rockville, MD 20852",['301-230-9100'],,,info@omegastudios.com ,omegastudios.com ,,,Certification Program ,,"The Comprehensive Recording Industry Program, The Audio Engineering for the Music  Industry Program, The Audio Engineering for Film  and Television Program, The Recording Engineer-  ing and Studio Techniques Program, The Electronic  Music Synthesizers and MIDI Program, The Sound  Reinforcement for Live Performance Program, The  Audio Production Techniques Program and The  Essentials of Music Business and Artist Manage-  ment Program. ","Day Students: 10 Months, Night Students: 12 Months  ",,,
198,PEABODY INSTITUTE,"Johns Hopkins University  1 E. Mt. Vernon Pl.  Baltimore, MD  21202",,,,peabodyprep@jhu.edu ,peabody.jhu.edu CONSERVATORY ADMISSIONS  ,,,,,,,please call or see web for info,,
199,THE SHEFFIELD INSTITUTE FOR  THE RECORDING ARTS ,"13816 Sunnybrook Rd.  Phoenix, MD 21131","['800-355-6613', '410-628-7260']",,,info@sheffieldav.com ,sheffieldav.com ,,,,,"Audioworks, Videoworks, Techworks, Broadcasting ",,,,
200,UNIVERSITY OF MARYLAND SCHOOL OF MUSIC,"2110 Clarice Smith  Performing Arts Center  College Park, MD 20742",['301-405-5549'],,,musicadmissions@umd.edu ,music.umd.edu ,,,,,,,please call or see web for info,,
201,BERKLEE COLLEGE OF MUSIC,"Office of Admissions  1140 Boylston St.  Boston, MA 02215  800-BERKLEE (U.S. and Canada),   (direct and internatl)",['617-266-1400'],,,admissions@berklee.edu ,berklee.edu ,Director of Admissions ,,BM or Professional Diploma ,,all forms of contemporary music ,4 years ,please call or see web for info,,
202,BOSTON CONSERVATORY  AT BERKLEE  ,"8 The Fenway  Boston, MA 02215",['617-536-6340'],,,conservatoryadmissions@berklee.edu ,bostonconservatory.berklee.edu ,,,,,,,please call or see web for info,,
203,BRISTOL RECORDING STUDIOS,"238 Huntington Ave.  Boston, MA 02115-3009",['617-247-8689'],,,info@bristolstudios.com ,bristolstudios.com ,Kelsey Mack ,,,,"Audio Recording and Production Courses, Professional Internships ",,,,
204,CELEBRATION SOUND,"70 Lauren Dr.  Seelonk, MA 02771",['508-336-0275'],,,celebrationsound@comcast.net ,celebrationsound.com ,,,,,Recording engineer classes,,,,
205,EMERSON COLLEGE,"Department of Performing Arts  120 Boylston St.  Boston, MA 02116",['617-824-8500'],,,,emerson.edu/performing-arts ,"Melia Bensussen, Chair ",,"B.A., B.F.A., M.F.A.",,,,,,
206,NEW ENGLAND CONSERVATORY,"290 Huntington Ave.  Boston, MA 02115",['617-585-1100'],,,admissions@necmusic.edu ,necmusic.edu ,,,,,,,please call or see web for info,,
207,NORTHEASTERN UNIVERSITY,"Department of Music  102 Ryder Hall  360 Huntington Ave.  Boston, MA 02115",['617-373-3682'],,,ke.alvarez@northeastern.edu ,northeastern.edu/camd/music ,"Elizabeth Hudson, Dean ",,"B.S. in Music Technology, B.S. in Music Industry, B.A. in Music History and Analysis ",,,,,,
208,POWERS MUSIC SCHOOL,"160 Lexington Street  P.O. Box 398  Belmont, MA 02478-0003",['617-484-4696'],,,office@powersmusic.org ,powersmusic.org ,,,,,,,please call or see web for info,,
209,TUFTS UNIVERSITY,"Department of Music  Granoff Music Center  20 Talbot Ave.  Medford, MA 02155",['617-627-3564'],,,musicadmin@tufts.edu ,as.tufts.edu/music ,"John McDonald, Depart. Chair",,,,,,,,
210,UNIVERSITY OF MASSACHUSETTS LOWELL,"Department of Music  35 Wilder St., Ste. 3  Lowell, MA 01854",['978-934-3850'],,,music_dept@uml.edu ,uml.edu/FAHSS/music,,,,,,,,,
211,AXIS MUSIC ACADEMY,"33030 Northwestern Hwy., 2nd Fl.  West Bloomfield, MI 48322",['248-799-8100'],,,,axismusic.com ,," 283 Hamilton Row  Birmingham, MI 48009  248-258-9100 ",,,,,please call for info ,,
212,CENTRAL MICHIGAN UNIVERSITY,"School of Music  162 Music Building  1400 E. Campus Dr.  Mount Pleasant, MI 48859",['989-774-3281'],,,musicadmit@cmich.edu ,cmich.edu/program/music ,,,"Degrees : B.A.A., B.S., B.A. or B.F.A., M..A. ",,,,,,
213,CORNERSTONE UNIVERSITY,"1001 E. Beltline Ave.  Grand Rapids, MI 49525",['616-949-5300'],,,info@cornerstone.edu ,cornerstone.edu/music,,,,,,,,,
214,INTERLOCHEN CENTER FOR THE ARTS,"4000 J Maddy Pkwy  Interlochen, MI 49643-0199",['231-276-7200'],,,info@interlochen.org ,interlochen.org ,,,,,,,please call or see web for info,,
215,MICHIGAN RECORDING ARTS INSTITUTE &  TECHNOLOGIES  ,"28533 Greenfield  Southfield, MI 48076",['248-557-8276'],,,,mirecordingarts.com,Kenneth Glaza ,,,,,,,,
216,RECORDING INSTITUTE OF DETROIT,"14611 E. 9 Mile Rd.  Eastpointe, MI 48021","['800-683-1743', '586-779-1388']",,,RIDOffice@aol.com ,recording.institute ,,,"**No degree, but a certificate. ",,,,,,
217,UNIVERSITY OF MICHIGAN,"School of Music, Theatre and Dance  E.V. Moore Building  1100 Baits Dr.  Ann Arbor, MI 48109  .","['734-764-0583', '734-763-5112']",,,lauras@umich.edu ,music.umich.edu/index.php ,"Laura Hoffman, Associate Dean",,,,,,,,
218,WAYNE STATE UNIVERSITY,"Old Main, Department of Music  4841 Cass, Ste. 1321  Detroit, MI 48201",['313-577-1795'],,,music@wayne.edu ,music.wayne.edu ,,,"Bachelor of Arts in Music,  Bachelor of Music ",,,,,,
219,WESTERN MICHIGAN UNIVERSITY,"Irving S. Gilmore School of Music  1903 W Michigan Ave.  Kalamazoo, MI 49008",['269-387-4667'],,,,wmich.edu/music,,,,,,,,,
220,CHILDRENS YAMAHA MUSIC SCHOOL,"Advent Luther  3000 Hamline Avenue  Roseville, MN 55113",['612-339-2255'],,,yamahamusic@cyms.ws ,childrensyamaha.com ,,,,,,,please call or see web for info ,,
221,Edina Community Center,"5701 Normandale Rd.  Edina, MN 55424",,,,,,,,,,,,,,
222,THE INSTITUTE OF PRODUCTION AND  RECORDING  ,"300 N. 1st Ave., Ste. 500  Minneapolis, MN 55401",['612-351-0631'],,,admissions@ipr.edu ,ipr.edu/admissions ,,,,,,,,,
223,4545 W. 77th St.,"Edina, MN 55435",,,,,,,,,,,,,,
224,MACPHAIL CENTER FOR MUSIC,"501 2nd St. S.  Minneapolis, MN 55401",['612-321-0100'],,,,macphail.org ,,,,,,,please call or see web for info ,,
225,"14200 Cedar Ave., Suite 102","Apple Valley, MN 55124  470 W. 78th St.  Chanhassen, MN  Birch Lake Elementary School  1616 Birch Lake Ave.  White Bear Lake, MN 55110",,,,,,,,,,,,,,
226,MINNESOTA STATE UNIVERSITY MOORHEAD,"Music Department  Center for the Arts 102  1104 7th Ave. S.  Moorhead, MN 56563",['218-477-2101'],,,spa@mnstate.edu ,mnstate.edu,,,,,,,,,
227,UNIVERSITY OF NORTHWESTERN,"3003 Snelling Ave. N.  St. Paul, MN 55113","['800-692-4020', '651-631-5100']",,,,unwsp.edu/program/music ,,,"B.S. in Electronic Media Communication with a Recording Arts focus,  Minor in Music, Minor in Music Business, Minor in  Media Arts ",,,,,,
228,SAINT MARYS UNIVERSITY OF MINNESOTA,"Music Department  700 Terrace Heights #1447  Winona, MN 55987",['507-457-1598'],,,jheukesh@smumn.edu ,smumn.edu/music ,"Ned Kirk, D.M.A., Chair Music Department",,,,,,,,
229,DELTA STATE UNIVERSITY,"Department of Music  DSU Box 3256  Cleveland, MS 38733",['662-846-4615'],,,music@deltastate.edu ,deltastate.edu/artsandsciences/music,,,,,,,,,
230,UNIVERSITY OF CENTRAL MISSOURI,"P.O. Box 800  Utt202E  Warrensburg, MO 64093",['660-543-4909'],,,musicoffice@ucmo.edu ,ucmo.edu,"David Aaberg, Chair of Music ",,,,,,,,
231,UNIVERSITY OF MISSOURI,"School of Music  20 Sinquefield Music Center  Columbia, MO 65211",['573-882-2604'],,,music@missouri.edu ,music.missouri.edu,,,,,,,,,
232,WEBSTER UNIVERSITY,"School of Communications  470 E. Lockwood Ave.  St. Louis, MO 63119","['314-246-7800', '800-981-9801']",,,jeffreycarter67@webster.edu ,webster.edu/music,,,,,,,,,
233,THE COLLEGE MUSIC SOCIETY,"312 East Pine Street  Missoula, MT 59802",['406-721-9616'],,,cms@music.org ,music.org,,,,,,,,,
234,NORTH VALLEY MUSIC SCHOOL,"432 Spokane Ave.  Whitefish, MT 59937",['406-862-8074'],,,info@northvalleymusicschool.org ,northvalleymusicschool.org,,,,,,,,,
235,UNIVERSITY OF MONTANA SCHOOL OF MUSIC,"32 Campus Dr.  Music Building, Room 101  Missoula, MT 59812",['406-243-6881'],,,griz.music@umontana.edu ,umt.edu/music,,,,,,,,,
236,NORTHEAST COMMUNITY COLLEGE,"Audio/Recording Technology Dept.  801 E. Benjamin Ave.  Norfolk, NE 68701","['402-371-2020', '800-348-9033']",,,help@northeast.edu  ,northeastaudio.org,,,,,,,,,
237,COLLEGE OF SOUTHERN NEVADA,"Cheyenne Campus  3200 E. Cheyenne Ave.  North Las Vegas, NV 89030",['702-651-4075'],,,,csn.edu/programs/music ,"Robert Bonora, Chair Fine Arts "," 6375 W. Charleston Blvd.  Las Vegas, NV 89106  702-651-5000  700 College Dr.  Henderson, NV 89002  702-651-3000 ",,,,,,,
238,ALAN CARRUTH LUTHIER,"51 Camel Hump Rd.  Newport, NH 03773",['603-863-7064'],,,alcarruth@aol.com ,alcarruthluthier.com ,,,,,,,please call or see web for info,,
239,MUSIC & ARTS CENTERS,"18 March Ave.  Manchester, NH 03101-2006","['603-851-2026', '888-731-5396']",,,customerservice@musicarts.com ,musicarts.com ,,,,,,,,,"Serving students, teachers and families through retail stores and school representatives  since 1952. Based in Frederick, MD, the company  specializes in instrument rentals, music lessons  and band and orchestra instrument sales. Music  & Arts was acquired by Guitar Center, Inc. in April  2005 to expand its offerings to the beginning and  student musician. Music & Arts now has over 100  retail locations in 19 states. "
240,BLOOMFIELD COLLEGE,"Division of Creative Arts & Technology  467 Franklin St.  Bloomfield, NJ 07003",['973-748-9000'],,,mfa@bloomfield.edu ,mfa.bloomfield.edu,,,,,,,,,
241,COUNTY COLLEGE OF MORRIS,"214 Center Grove Rd.  Randolph, NJ 07869",['973-328-5000'],,,,ccm.edu,,,,,,,,,
242,MONTCLAIR STATE UNIVERSITY,"School of Communication and Media 1 Normal Ave.  Montclair, NJ 07043    Web : montclair.edu/school-of-communication-  and-media",['973-655-4000'],,,,,,,,,,,,,
243,STEVENS INSTITUTE OF  TECHNOLOGY  ,"College of Arts and Letters  1 Castle Point On Hudson  Hoboken, NJ 07030",['201-216-5000'],,,,stevens.edu ,,,Bachelor of Arts in Music and Technology ,,,,,,
244,STUDIO TO STAGE PRODUCTIONS,"170 U.S. 9  Englishtown, NJ 07226",['732-617-6530'],,,info@stosp.net ,studiotostageproductions.com ,,,,,Private Lessons,,,,
245,SUPREME SOUND STUDIO,"952 McBride Ave.  Woodland Park, NJ 07424",['973-890-1357'],,,brian@supremesoundstudio.com ,supremesoundstudio.com ,,,,,"Private Music Lessons in all instruments, ensemble programs, songwriting courses ",,,,
246,WILLIAM PATERSON UNIVERSITY,"Department of Music 300 Pompton Rd.  Wayne, NJ 07470",['973-720-2000'],,,musicadmissions@wpunj.edu ,wpunj.edu/coac/music ,Dr. Diane Falk-Romaine  Music Chair,,,,,,,,
247,NEW MEXICO SCHOOL OF MUSIC,"136-J Washington St., S.E.  Albuquerque, NM 87108",['505-266-3474'],,,,nmschoolofmusic.com ,,,,,,,,,
248,"10701 Montgomery Blvd., N.E.","Albuquerque, NM 87111",['505-294-4604'],,,,,,,,,,,,,
249,TAOS SCHOOL OF MUSIC,"PO Box 2630  Taos, NM 87571",['575-776-2388'],,,info@TaosSchoolofMusic.com ,taosschoolofmusic.com ,,,,,,,,,"The School is located at the French owned, family  style Hotel St. Bernard in Taos Ski Valley, New  Mexico. It is 19 miles north of Taos, high in the  scenic Sangre de Cristo Mountains of northern  New Mexico. "
250,AARON COPLAND SCHOOL OF MUSIC -  QUEENS COLLEGE  ,"65-30 Kissena Blvd., Room 203  Queens, NY 11367",['718-997-3800'],,,ACSM@qc.cuny.edu ,qcpages.qc.cuny.edu/music ,"Michael Lipsey, Director ",,"B.A., B.M., MS/Education, M.A. Composi- tion, Theory, History; M.A. Classical Performance;  M.A. Jazz Performance  ",,,,please call or see web for info,,
251,"AUDIO ENGINEERING SOCIETY, INC.","697 3rd Avenue Suite 405  New York, NY 10017",['212-661-8528'],,,,aes.org,,,,,,,,,
252,BLOOMINGTON SCHOOL  OF MUSIC  ,"323 West 108th Street  New York, NY 10025",['212-663-6021'],,,info@bsmny.org,bsmny.org ,,,,,,,,,
253,THE CITY COLLEGE OF NEW YORK,"Music Department, Shepard Hall, Room 72  160 Convent Ave.  New York, NY 10031",['212-650-5411'],,,music@ccny.cuny.edu ,ccny.cuny.edu/music,,,,,,,,,
254,THE COLLECTIVE SCHOOL  OF MUSIC  ,"28 Broadway  New York, NY 10004",['212-741-0091'],,,info@thecollective.edu ,thecollective.edu ,,,,,,,Various ,,
255,COLUMBIA UNIVERSITY  NEW YORK  ,"The Department of Music  621 Dodge Hall  2960 Broadway  New York, NY 10027","['212-854-3825', '212-854-9862']",,,cjw9@columbia.edu ,music.columbia.edu,"Professor Chris Washburne, Dept. Chair  ",,,,,,,,
256,CLIVE DAVIS INSTITUTE OF,"RECORDED MUSIC  370 Jay Street  Brooklyn, NY",['212-992-8400'],,,tisch.recorded.music@nyu.edu ,tisch.nyu.edu/clive-davis-institute ,,,BFA in Recorded Music  Duration,,"Through courses in business, musician- ship and performance, production and writing,  history and emergent media, our undergraduate  curriculum focuses on developing the creative  entrepreneur.  ",,,,
257,EASTMAN SCHOOL OF MUSIC,"University of Rochester  26 Gibbs St.  Rochester, NY 14604-2599",['585-274-1000'],,,info@esm.rochester.edu ,esm.rochester.edu ,,,,,,,please call or see web for info,,
258,FINGER LAKE COMMUNITY  COLLEGE  ,"State University of New York  3325 Marvin Sands Dr.  Canandaigua, NY 14424  585-394-FLCC",,,,admissions@flcc.edu ,flcc.edu/academics/music,,,,,,,,,
259,FIVE TOWNS COLLEGE,"305 N. Service Rd.  Dix Hills, Long Island, NY 11746",['631-206-5537'],,,admissions@ftc.edu ,ftc.edu ,Admissions Office ,,A.A.S.; Mus.B.; M.M.; D.M.A. ,,"Undergraduate: Performance Program (A.A.S., Mus.B.); Bachelor of Music (Mus.B.)  concentrations in Audio Recording Technol-  ogy, Composition, Music Entertainment Industry  Studies, Performance, Songwriting; (Mus.B.) Music  Teacher Education concentrations in Instrumental  and Vocal/Piano/Guitar. Graduate: Masters of  Music (M.M.) in Music Technology, Composition,  Performance, Music History, Music Education;  Doctor of Musical Arts (D.M.A.) in Composition  & Arranging, Music History & Literature, Music  Performance, Music Education; Doctoral and Fel-  lowship Performance. NEW Grad program in Sound  Recording Technology (M.P.S.).  ","2 years, 4 years, 1 to 4 years for Masters/ Doctoral ",Contact Admissions ,,
260,"GREENWICH HOUSE, INC.","46 Barrow St.  New York, NY 10014",['212-242-4770'],,,music@greenwichhouse.org ,greenwichhouse.org ,"Samir Hussein, Chair",,,,,,,,
261,HOFSTRA UNVERSITY,"101 Joseph G. Shapiro Family Hall  Hempstead, NY 11549-1000",['516-463-5490'],,,s.stoecker@hofstra.edu ,hofstra.edu/music,"Philip Stoecker, Dept. Chair ",,,,,,,,
262,HOUGHTON COLLEGE,"Greatbatch School of Music  One Williard Ave.  Houghton, NY 14744  ,  Ext. 4000","['585-567-9200', '800-777-2556']",,,admission@houghton.edu ,houghton.edu/music,,,,,,,,,
263,ITHACA COLLEGE SCHOOL  OF MUSIC  ,"953 Danby Road  Whalen Center for Music  Ithaca, NY 14850",['607-274-3343'],,,musicassodean@ithaca.edu ,ithaca.edu/music ,"Ivy Walz, Associate Prof.",,,,,,,,
264,"JUILLIARD SCHOOL, THE","60 Lincoln Center Plaza  New York, NY 10023-6588",['212-799-5000'],,,admissions@juilliard.edu ,juilliard.edu ,,,,,,,please call or see web for info,,
265,MANHATTAN SCHOOL OF MUSIC,"130 Claremont Ave.  New York, NY 10027",['212-749-2802'],,,administration@msmnyc.edu ,msmnyc.edu ,,,,,"We offer degree and diploma programs at the undergraduate,  graduate and doctoral levels, with majors in  all orchestral instruments, voice, piano, accom-  panying, composition, saxophone, guitar, organ,  conducting and jazz.  ",,please call or see web for info,,
266,MANNES COLLEGE THE NEW SCHOOL FOR  MUSIC  ,"66 W. 12th St.  New York, NY 10011","['212-580-5150', '800-292-3040']",,,admissions@newschool.edu ,newschool.edu/mannes ,,,,,,,please call or see web for info,,
267,MERCY COLLEGE,"Music & Fine Arts Department 555 Broadway  Dobbs Ferry, NY 10522",['914-674-7600'],,,,mercy.edu/campus-locations/dobbs-ferry- campus  ,,,B.S. in Music Industry and Technology,,,,,,
268,NEW YORK UNIVERSITY,"The Steinhardt School/Music  35 W 4th Street, 2nd Floor  New York, NY 10012",['212-998-5424'],,,,steinhardt.nyu.edu/music ,,,"B.S, B.A., B.M., M.A, M.M., Ph.D., D.A., Ed.D., Music Performance, Composition, Technology,  Business, Education, Therapy  ",,,,please call or see web for info,,
269,"PERLMAN MUSIC PROGRAM, THE","19 W. 69th St., Ste.  New York, NY 10023",['212-877-5045'],,,info@perlmanmusicprogram.org ,perlmanmusicprogram.org ,"Anna Kaplan, Director of Programs ",,,,,,please call or see web for info,,
270,SELECT SOUND STUDIOS,"2315 Elmwood Ave.  Kenmore, NY 14217  873-2717",,,,,selectsound.com ,,,,,Recording Technologies Audio Engineering Program ,,,,
271,STATE UNIVERSITY OF NEW YORK,"College at Oneonta  Music Department  115 Fine Arts Center  Oneonta, NY 13820",['607-436-3415'],,,moira.rouggly@oneonta.edu ,suny.oneonta.edu/music-department,,,,,,,,,
272,SYRACUSE UNIVERSITY  SETNOR SCHOOL OF MUSIC  ,"208 Crouse College  Syracuse, NY 13244",['315-443-2769'],,,admissu@syr.edu ,vpa.syr.edu/academics/music,,,,,,,,,
273,THE COLLEGE OF SAINT ROSE,"Music Department  432 Western Ave.  Albany, NY 12203",['800-637-8556'],,,,strose.edu,,,,,,,,,
274,THIRD STREET MUSIC SCHOOL SETTLEMENT,"235 E. 11th St.  New York, NY 10003",['212-777-3240'],,,info@thirdstreetmusicschool.org ,thirdstreetmusicschool.org,,,,,,,,,
275,UNIVERSITY OF ALBANY,"College of Arts and Sciences  1400 Washington Ave.  Albany, NY 12222",['518-442-4187'],,,musinfo@albany.edu ,albany.edu/music,,,,,,,,,
276,WILLIE MAE ROCK CAMP  FOR GIRLS  ,"540 President Street  Suite 2H  Brooklyn, NY 11215",['646-726-0247'],,,info@williemaerockcamp.org ,"williemaerockcamp.org, facebook.com/williemaerockcamp  ",,,,,"Willie Mae Rock Camp for Girls is a non-profit music and mentoring pro-  gram for girls and women. The organization offers  a summer day camp, after school programs, youth  and adult lessons, and community events in New  York City. Instruments include drums, bass, guitar,  keyboards, vocals and DJ/ turntables. All programs  offered with sliding scale tuition.  ",,please call or see web for info,,
277,APPALACHIAN STATE UNIVERSITY,"Hayes School of Music Broyhill Music Center  813 Rivers St.  Boone, NC",['828-262-3020'],,,music@appstate.edu ,music.appstate.edu,,,,,,,,,
278,BARTON COLLEGE,"P.O. Box 5000  Wilson, NC 27893","['800-345-4973', '252-399-6317']",,,enroll@barton.edu ,barton.edu/cultural-arts ,,,B.S. in Communication with a concentra- tion in Audio Recording Technology ,,,,,,
279,BREVARD MUSIC CENTER,"349 Andate Ln.  Brevard, NC 28712",['828-862-2100'],,,,brevardmusic.org ,"Dorothy Knowles, Dir. Of Admissions ",,,,,,,,A summer institute and festival
280,CATAWBA COLLEGE,"2300 W. Innes St.  Salisbury, NC 28144  , 1-800-CATAWBA",['704-637-4476'],,,scetters@catawba.edu ,catawba.edu/music ,,,"B.A. Sacred Music, Music Education, Music Performance, Music Business/Popular Music  ",,,4 years ,please call or see web for info,,
281,"DUKE UNIVERSITY STRING SCHOOL, THE","Mary Duke Biddle Music Bldg.  Duke University  9 Brodie Gym Dr.  Durham, NC 27708-0667",['919-684-8111'],,,nonoo.okda@duke.edu ,stringschool.duke.edu ,,,,,,,please call or see web for info,,
282,EAST CAROLINA UNIVERSITY  SCHOOL OF MUSIC  ,"102 A. J. Fletcher Music Center  Greenville, NC 27858-4353",['252-328-6851'],,,music@ecu.edu ,music.ecu.edu ,,,,,,,please call or see web for info,,
283,ELON UNIVERSITY,"Department of Music  100 Campus Dr.  Elon, NC 27244",['336-278-2000'],,,,elon.edu/u/academics/arts-and-sciences/ music ,,,,,,,,,
284,KAREN KANE MUSIC PRODUCTIONS,"Wilmington, NC",['910-599-6921'],,,karenkane@mixmama.com ,mixmama.com ,,,,,"Audio Classes (Intro to Audio Engineer- ing, Intro to Pro Tools) ",,,,
285,UNIVERSITY OF NORTH CAROLINA,"UNC Department of Music  CB# 3320, 105 Hill Hall  145 E Cameron Ave.  Chapel Hill, NC 27599",['919-962-1039'],,,music.dept@unc.edu ,music.unc.edu,,,,,,,,,
