venue_name,user,user_location,date,review,star_rating
Bottom of the Hill,Noel J.,"San Francisco, CA","Feb 23, 2010","i think i've seen more shows at this venue than any other place in san francisco.  the space is small, it reminds me of some midwestern bar, but with really good music.  the back patio is lovely when you need to take a breather, it can get crowded, smoking is allowed outside for those who live on the edge.  some shows i've seen at this space:healthxbxrxfinal fantasywomengravy trainchad vangaalen yeah yeah yeahsariel pinkooiooblack dicethe walkmenmgmtda hawney trooferase erratajd samsonmurder murderdeerhoof numbershellagold chainsthe octopus projecttussleaids wolft.i.t.sgang gang dancei know there's more.",5
Bottom of the Hill,Yoko S.,"Sacramento, CA","Feb 16, 2010","Typical late night show venue in SF, one of the few venues where you can find street parking around.",4
Bottom of the Hill,Makinde P.,"Novato, CA","Feb 11, 2010","This is one of those places aspiring musicians wish there was more of. If there were more places like this, less people would be out murdering and stealing and instead would be playing music or rocking out!!! The venue is small but they don't pack the place super tight, there's an area in the back that has some restaurant-style seating and you can still hear the band well from there. I ate some chicken tacos that were very generous (for 6 bucks it's a good thing they were), and had some pints to enjoy which were also well priced. I just saw two great shows two days in a row here, on the first day was Vivian Girls, which was a group i've never heard of before but sounded great! The second day I saw the duo Eyedea and Abilities doing what they do best, and they did! When I got up this morning my head was still ringing with beats, they threw down some fresh shit!  I'll definitely look out for more artists coming through here!",5
Bottom of the Hill,Alan F.,"Mission District, CA","Jan 31, 2010","Bottom of the Hill has quickly become my favorite venue for live shows here in the city. The most exciting time to see a band is right when they're on the verge of breaking out and becoming well known. Bottom of the Hill is a smallish venue that aims to book lots of bands, many local, while they're still on their way up.The result is usually an intimate show, with bands that enjoy performing and want to make a name for themselves and a crowd that's more involved with seeking out new artists and live shows.The setup here is pretty sweet as well. I could pick out each instrument in a 6 piece band without even trying, and there's a sizable lounge and back porch where you can spy on how far along the set rotation is.The people who work here are totally sweet also. Here's an example: after last night's show ended there was a dude out cold on the sidewalk around the corner. The door guy happened to notice and immediately began to fret over taking care of the poor dude and getting him inside and taken care of, in spite of the fact that the show ran late and everyone was trying to close up and this was no small passed out dude.I've seen: Battlehooch w/ Judgment Day, Gliss w/ Morning Ater Girls,Fuck Buttons, and These Arms are Snakes here.Great bands, small space, excellent acoustics, clever setup, cool crowd, employees that nurse you back to health, good times!",5
Bottom of the Hill,Adam D.,"San Francisco, CA","Jan 24, 2010","Definitely one of the cooler small venues I've been to in San Francisco. At $10 to see a Swedish swing hip hop plus two decent opening bands (and $3.50 for a PBR) it's not going to break your wallet either. The area seems a bit sketchy, so drive if you can (ample parking) or take a cab.  If the show I went to was any indication, openers start at 10:00pm, so don't expect the headliner to finish until 1:30am or so.",4
Bottom of the Hill,Jonathan S.,"Los Angeles, CA","Jan 22, 2010","The bands were good. not great, but good. They were fairly famous, but more of the grunge indie rock and less of the folky or popy indie rock that I prefer - that could have just been due to the night we went. By the time it got late, there were too many people. People were closer than elbow to elbow. My girlfriend and I had to push and shove just to get to a different part of the floor, then a group of drunk people were yelling at me and my girlfriend all night. Regardless of those lame guys (which we saw there again the next night), I felt that it was so crowded that in a fire, I would probably get trampled before reaching an exit, and I'm not usually a claustrophobic guy. Although we didn't know the bands, I had heard ""of"" a couple of them. This place is said to get a lot of good bands. It was a fun place full of people from 21-35. It would be even better if it wasn't so crowded, but it was still pretty good. The food isn't great, but it's better than going hungry :). It's a little difficult to find a cab afterwards though.",4
Bottom of the Hill,Peter J. S.,"San Jose, CA","Jan 10, 2010",Great venue!  I wish there was a place like this closer to San Jose,5
Bottom of the Hill,Sid D.,"San Francisco, CA","Jan 6, 2010","BOTH brings back so many good memories.  It is where I went to shows all the time back in High School.  I remember seeing the Peechees, Cold Cold Hearts, Sleater-Kinney, the Groovie Ghoulies, and many more here.  It's out in the boonies of SF and hard to find.  But they offer all ages shows (big plus to me back in the day), well-priced food and drinks, and an intimate and comfy space to watch your fave emerging bands.",5
Bottom of the Hill,Holly B.,"San Francisco, CA","Jan 5, 2010","This is hands down one of my favorite places to watch a good show. I've been to hundreds of live shows over the course of my teenage/young adult life and I've never, EVER had a bad time at Bottom of the Hill. I've seen some great bands here (local favs like my friends in Mi Ami, Deerhoof, Brilliant Colors) and other indie acts (Outhud, Cause Co-motion!, Crystal Stilts). This place is a venue where bands can play loud and you can still chill out and have a non-shouting conversation with your friends on the patio or over a game of pool.All you need is less than 20 bucks in your pocket and you can have a super smooth bike ride out here where the people aren't pretentious and you can catch a great, local live show.Even if the band playing that night sucks mad donkey balls, this place would still be awesome.",5
Bottom of the Hill,Kimberly B.,"San Francisco, CA","Dec 13, 2009","Why haven't I written a review of this place before?  I've been to dozens of shows here over the years, but admittedly don't go to as many shows as I used to now that I'm a grown-up.  (Gone are the days of taking MUNI an hour each way to see a show on a work night!)I went here the other night to see The Slits and was reminded of why I like this place.  The venue is intimate, but not too small.  (Although, I've been at sold out shows where it DID feel small when I was being crushed against a wall.)  The bar has a good selection of beers on tap and there's a kitchen if you feel like ordering food.  I also love the decor...posters from old shows on the walls and holiday lights all around.Best of all is that there's ample street parking, so you're not going to have to circle for a half hour.  If you don't have a car and have to rely on MUNI to get around, the 22 Fillmore stops just a block away on (across from the Connecticut Yankee).As always, I wish there were more barstools, but I'll have to settle for getting to shows early to nab a spot to park my rear end for at least part of the evening....",4
Bottom of the Hill,Jessica L.,"CA, CA","Nov 20, 2009","I saw the last 20 Minute Loop show here!!!Plenty of street parking. A small venue for music. Nice big bar, small outside smoking patio. And random hot dogs for food. A pretty cool place!",4
Bottom of the Hill,David A.,"San Francisco, CA","Nov 4, 2009","Bottom of the Hill is the best music venue I've been to in San Francisco since I moved here a little over two years ago.  I try my best to go to around two shows a month so I can safely say I've seen a good amount of what San Francisco has to offer.  I saw Jens Lekman here a few months ago and it was one of the best shows I've seen in a long time. True, Jens Lekman never disappoints, but it's the intimacy of this venue that is its strongest point. Even if you come late to the show and find yourself in what would be the back row behind the tallest dude in the place, you're still close to the stage (and closer to the bar).  I'm not sure of the capacity, but it can't be anything over 200/250, which makes for a cozy collective. Besides the main bar area, there is a great space in the back in the back if you're just hanging out, along with a medium-sized patio for those Potrero Hill sulky evenings.An experience at a music venue can definitely depend on who the act is so its difficult to gauge the venue from night to night.  For instance, Jens Lekman, an adorable-Swedish-native-chamber-pop-charmer's show will be a lot different than say, the Everytime I Die show.  But I look at it for what it's worth: Bottom of the Hill is a classic, small, divey joint that's all about music, be it big names to the virtually unknown, jingle-jangle to supersonic boom.  So if you're going to see the likes of GWAR, well, prepare to be pushed around a bit.Oh, and the beer is cold and cheap and delicious.",5
Bottom of the Hill,Tiffany S.,"Berkeley, CA","Nov 2, 2009","Awesome venue. LOVE the outdoor area. They have pretty much ZERO security here. Came here to watch The Entrance Band. Opening band was surprisingly awesome. The Entrance Band was pretty good too except these two stupid bitches pushed their way to the front and started dancing like maniacs and stinking up the ENTIRE venue with their horrendous B.O. Everyone had to back away from them and we all kept making WTF? faces at each other. Some chick yelled at them which didn't seem to faze them at all. Elbows were thrown, bf almost got in fight. NO SECURITY GUARDS. Then later a gigantic beast of a woman punches my bf straight in the eye and again, NO SECURITY. WTF. We left shortly after. HAVE FUN GETTING KNIFED HERE.",3
Bottom of the Hill,Kai S.,"Oklahoma City, OK","Nov 2, 2009","i think this place is alright. My visit wasn't that great last year but it wasn't bad.Saw Nerf Herder, which was a pretty fun show.Alright sound, alright interior, alright everything. I'd still go back for another show, though.",3
Bottom of the Hill,Laura B.,"Oakland, CA","Oct 26, 2009","I have been to (and also played at) Bottom of the Hill several times, and have always had a blast. It's the perfect size to enjoy a mid-level band in an intimate setting, and the staff have always been very nice.I was inspired to write this review when on Saturday, 10.24, I wanted nothing more than to see The Mummies play. When I checked the website at 5pm, ticket status had gone from ""100 available at the door"" to ""some available at the door"" after the events people came through and grabbed a bunch. When I called and asked the bartender about this she was nice and explained the situation, and also gave me a heads-up that there were already 40 people waiting outside (2.5 hours before doors). Finally she let me know that The Mummies were also playing down the street at Thee Parkside, which directly let to me actually getting to see them that night.10.24.09 female bartender, you rule.",5
Bottom of the Hill,David P.,"Los Angeles, CA","Oct 22, 2009","I saw Miike Snow there a couple weeks ago, and couldn't have asked for a better venue.  The capacity for the sold out show was about 250, so there wasn't a bad seat in the house.  Drinks were reasonable priced, food was very inexpensive, no lines for the restrooms, and surprisingly excellent acoustics.  I'd love to go again.One potentially major drawback:  getting a cab in this part of town at midnight can be a Herculean effort.  Well worth it for the music though.",4
Bottom of the Hill,Chad L.,"San Francisco, CA","Oct 14, 2009","The Bottom of the Hill in San Francisco is a staple of the club scene in the Bay area. It doesn't quite have the history of the Gilman, but in falling just short of that, it has a great reputation all its own. It's probably one of the 5 coolest clubs around and being tiny as all hell that means a lot. You can see everything from a Girlfriend Experience show to the latest Airborne Toxic Event show. Lots of bands make a pass through the city still being relatively unknown and when they sell this place out they sometimes are forced to play larger venues just to fit more fans inside. But, when you want an intimate show featuring your favorite band the Bottom of the Hill will surely be the spot to look. Whether you're searching through Myspace music or just going directly to the Bottom of the Hill website, you're sure to find at least one thing you'll want to go to each month. So go down to the water and park around the corner and get your hand stamped to enter this dark little club with good beer and music galore. CHAD",4
Bottom of the Hill,Sharon M.,"Livermore, CA","Oct 14, 2009","I've been here a number of times for shows and have yet to have a bad experience.  Sold out shows can get crowded but you are still able to move around and not feel like a sardine. I've never had to wait long for entry, a drink,or the restroom which is a major bonus. No one wants to be spending time waiting in line for something when they could be watch a show. When a show becomes too rowdy you can find refuge the outdoor patio or seating area behind the stage. If you love the intimate setting of small venue - this is your place. Parking around the venue is abundant which I find to be an added bonus.",4
Bottom of the Hill,Jackie M.,"San Francisco, CA","Oct 12, 2009","I really like seeing shows at Bottom of the Hill, but after a recent experience I left disheartened thanks to their door people. The woman who ran the list/tickets was hostile and rude.You could tell by the look on her face upon entering that she was not a happy camper and as the situation elevated, her looks were not deceiving. When two different publications' writers should be on the list (email confirmations to prove it) and they're not, and you respond by being rude and abrasive, I call bullshit.I was shocked by how we were treated and it killed my night. After relaying my story to others, I found a couple of them had similar stories involving their list incompetency. I will still come here if I want to see a show, but I think cutting a couple of their staff (i.e. disgruntled ticket girl with short dark hair and anger issues) would do the venue some good.",3
Bottom of the Hill,Haz O.,"Oceano, CA","Oct 9, 2009","Intimacy and great sound: really, the only two things you want from a show; this place has that in spades. Even though it is out in the boonies (for now), it is definitely worth the bike ride from the Sunset! Go to a show and enjoy!",5
Bottom of the Hill,Max M.,"San Francisco, CA","Oct 1, 2009","Finally made it over here... love this place, love the vibe. I like how beer can be had in actual glasses instead of plastic cups--definite bonus. Also had a chicken sausage sandwich, not bad, but I didn't come here for the food. I'd argue that the sound is actually better here than my favorite venue Cafe Du Nord. I just wish I didn't need to take a bus getting here; kind of out of the way for me.",4
Bottom of the Hill,Lucy G.,"San Francisco, CA","Sep 29, 2009","On the BOTTOM of my list for favorite venues. Ha! I go when there's a good band. Only good thing about this place is the backyard and the bands that occasionally play there. The crowd is probably the main reason I don't love this place.  It's always too crowded and no one looks like they enjoy the music. It's like they don't know the bands, cause no one sings along or anything. They just stand there. I've been there at least 5 times now and it's the same way.. always.",3
Bottom of the Hill,Ash B.,"San Francisco, CA","Sep 28, 2009","Sad to know that staff is racist creating an unsafe environment for people of color.  I have a friend who has brown skin and was physically assaulted (sucker punched, broken glass on my friend's head- the whole nine yards)  by a white woman this past weekend at Bottom of the Hill after asking the woman to stop pushing into her. In response, my friend was yelled at by the bar staff and treated like she not only didn't belong, but that she had no business complaining.  My friend had witnesses.  She asked for the police to be called.  But the staff, including the bouncer, dismissed her outright and all but told her to leave.  Bottom line about the Bottom of the Hill:  Not a safe place for people of color.  You will always be wrong in any kind of conflict there.  Sad, because I used to like this place.",1
Bottom of the Hill,Stumbalina b.,"San Francisco, CA","Sep 23, 2009","It's kind of silly to even write a review for this place, because it's such an important part of the San Francisco music scene and nightlife that it doesn't need no yelpy word of mouth assistance. But, I must express my love somehow. It's rockin' loud, decently priced, and always has something really good to offer. My only complaint is that they ended the Sunday afternoon $5 free food shows. Those were truly wonderful times. Still, the love will not stop for BOTH. If you haven't been yet, you must go! Hop on the 22 bus and get some free earplugs at the bar.",5
Bottom of the Hill,Rene C.,"Santa Rosa, CA","Sep 12, 2009","Jet lag cannot keep me away.After a 10 plus hour flight home from Berlin, I log onto my email to find an alert that Echobelly was in town and playing that night at the BOTH. 2 hour nap and a shower later I am on the road to City. Yes, I am dating myself as this show was back in the mid 90's but I cannot hide my grey hair. Well I can, but am too lazy to color it and it would be girlie to do so.I have so many fond memories of this club and have attended countless amazing shows. From Alanis to Lush to Eve's Plum. But really my heart belongs to the many local bands that have played here  (Pansy Division, Lilyvolt Castles in Spain and Lula Miss). Come with friends and you will surely have a great night out. Come alone and you will meet some new interesting people and make lifelong friends.",5
Bottom of the Hill,Lauren L.,"San Francisco, CA","Sep 7, 2009","Haven't been here in a couple of years but definitely remember:- Decent ladies bathroom.- Food & drank available- Seating/sometimes merch in the back behind the stage with a pinball machine or 2. I'll always like BOTH b/c of a fond memory:- A cute Jason Lee-lookalike working once gave me a cup of hot tea when I was first in line early for a show on a cold, windy evening, ages ago. He checked on me outside a couple of times & let me use the bathroom while of Montreal was sound checking. He generously had another cup of tea ready once I exited the bathroom. Wish I could thank him again one day. It's the little things :)- Not quite as super fond of a memory but the singer of an old favorite band of mine grabbed/held my hand from the stage here, yay!'Nuff said, get your butt down to BOTH & enjoy a night of primo music at an intimate venue [heart]",5
Bottom of the Hill,Aubree T.,"San Francisco, CA","Aug 30, 2009","I haven't eaten or drank alcohol here (still rocking that underage ID), but that doesn't change the fact that BOTH holds an awesome show. I saw a concert here, and it was mega sweet. It wasn't like a regular show, where you're kind of far away from the stage, and the band is behind-the-scenes all the time except when they're onstage...it's more like you're hanging out with your friends who happen to be playing music there. I talked to my favorite musicians, danced with them, saw them eat dinner at the table next to me, etc. The stage is small, and pretty low, so you feel a closer connection with the band. Everyone there was very friendly, and I enjoyed myself. (And only $12 at the door for my ticket!)There's a smoking patio, seating for dining, bar, plus the area in front of the stage for dancing and general mingling. Slight downside: the bathroom is tinyyy. I think it was only one stall (maybe two), and barely room for the sink. So if you feel like you'll have to use the restroom at some point and see that there isn't a line, take the advantage and go then. It'll save you the pain of a long, drunken line later when you REALLY have to go.The only problem I had was that it did get kind of overly loud, because it's such a small area, but it was still great and entirely worth it.",5
Bottom of the Hill,Justin N.,"Pasadena, CA","Aug 28, 2009","This place makes me feel all hip and cool and music sceney. Rarely do I have a chance to feel cool, so I'll take it. You know, tucked away on a dark street, neon sign, back road.. god I feel hip just typing this.The size is just right, intimate vibe while still being open enough to have good sound. I heart the bartenders, they've helped me by stashing my jacket in the back since they are coat check-less. My boy Shefik just rocked a show here last night actually, and boy did he rock it hard. Not in a head banging mullet kind of way mind you, but again in a hip scenester way (matter of fact he's a Yelp newbie, go send love shefik.yelp.com, he'll love you long time, I told him Yelpers spread the love..) He's played here before and I'm sure he will again, and I much prefer he play here over Rickshaw, and Rickshaw is like right by my house. Speaks volumes when I'd rather take a 20 minute bus ride to B.O.T.H. over walking 5 minutes to Rickshaw.They've got tacos, booze, tons of beer, a chill patio... so good. As far as music venues around the city go, and we all know there are gobs of them, this is one of my favorites. Mostly because it just makes me feel so damn cool.",5
Bottom of the Hill,Cori W.,"Portland, OR","Aug 25, 2009","I've been to this venue several times and it's definitely at it's peak with the shows are 21+. I love smaller venues but this place gets very crowded during popular shows, being on the shorter end doesn't help either. Beer is cheap with a decent selection, the high life is only like $2-3 bucks. I try to avoid drinking too much simply because the lines to the bathroom get insane. Aside from the people this venue has an awesome stage that allows you to get real close and has good acoustics.",4
Bottom of the Hill,Vince S.,"Seattle, WA","Aug 18, 2009","A really small and intimate venue, plenty of parking, cheap drinks, and Strongbow Cider?!!!  What more can you ask for?And you're so close to the performers, you can basically touch them.I saw Jay Brannan here, and it was one of the best concerts I've been to.  It was only 12 bucks to get in, and it was an intimate concert and completely worth it!!I can't testify for the food, but the people next to me were standing with what looked like a scrumptious quesadilla.  It was GONE in seconds as we waited for the next act to come up.  I almost asked for a bite! Haha!",5
Bottom of the Hill,Rachael S.,"Los Angeles, CA","Aug 11, 2009","i saw starfucker here about a month or so ago and aside from the sexually ambiguous, candy flipping couple drunkenly reenacting oral sex all over the dance floor, it was a rather enjoyable experience. the drinks are strong and reasonably priced, the venue is tiny, and you can pretty much hold hands with the band and sing kumbaya, if that's your thing. highly recommend even though this place is literally in one of the furthermost points of the city. i'd walk here if i had to. maybe.",5
Bottom of the Hill,Angela M.,"Manhattan, NY","Aug 3, 2009","Went to a show at BotH about a week ago and will definitely be going back again. The venue is small  which makes it perfect for seeing bands before they get too big for their britches. They have a smoking patio which also allows you to hear and see the bands without having to stand in the crowd the entire time. I didn't eat, but they have a kitchen, which is convenient. Cash only which is not optimal, but a small inconvenience for such a cool venue.",4
Bottom of the Hill,Amanda M.,"Brooklyn, NY","Jul 16, 2009","I love Bottom of the Hill. I've seen some of my favorite bands here, including the Receiving End of Sirens before they broke up :(.It's never expensive, and it's right by Whole Foods so I can get some healthy vegan grub before the show that makes up for what I didn't spend on my concert ticket.It's also in Potrero Hill, which is one of my favorite little neighborhoods in the city.",5
Bottom of the Hill,Angela B.,"San Francisco, CA","Jun 30, 2009","Aaaaaand as long as we're reviewing live music venues...BotH was alright.  Tiny, which can be a plus if you want a REALLY good view of the band.  Laid back, which can be awesome (especially on a non-weekend night).  Beers are a bit overpriced.  Music was too loud for the space (at the risk of sounding like an old person), and sound design left something to be desired.  (They're not all metal bands, folks...)  But it wasn't bad.  I'd go back if it was a band I was excited about.",3
Bottom of the Hill,Alex H.,"San Francisco, CA","Jun 26, 2009","I am a fan of random happenings. And something random always happens every time I go to Bottom of the Hill. I saw a lead singer pass out drunk before his performance. I saw a group of girls wear shirts of the band performing. (You never wear shirts of the band). I saw a guitarist once try and schmooze for booze when he was clearly under age. And I got asked out by a drummer who not only had a large gap between his teeth, but also forgot he had a girlfriend. These may not be the most ideal things that can happen at a music venue, but they are definitely interesting. Live music is always a plus, and I'm always supportive for the SF music scene. So if you're looking for a good time--a laugh, a smile or even something worth blogging about--reserve your next ticket at Bottom of the Hill. Because music + booze + B.O.T.H. = an unexpected, kick ass time.",4
Bottom of the Hill,Christina P.,"CA, CA","Jun 14, 2009","It's a rare event where I consider something being small actually a huge advantage. That is definitely the case with BOTH!!I secretly hope that all of my favorite indie bands play here because you really get a chance to see them up close and personal. It's small, which means it can sometimes get a little cramped, but it also gives you the potential to basically meet the band. It's like nothing else!Dinner & drinks at the Connecticut Yankee down the street is a really good option beforehand!",5
Bottom of the Hill,Denise C.,"San Francisco, CA","Jun 5, 2009",Bottom of the Hill is one of the best small rock music venues in the country. It's cozy and just right. I've seen semi-popular bands and local bands play there. I always feel at home.,5
Bottom of the Hill,Chase C.,"Campbell, CA","May 25, 2009","This place is a fantastic venue to see your favorite bands up close and personal. I usually use a ticket website to get the tickets early, but I bet you could get into even the popular shows right when the doors open. They have a good capacity for a lot of people, and it's a really chill place so you can get up to the front easily if you want. I've seen Liam Finn here twice, once with Laura Veirs and once with The Veils, and both shows were awesome. Good acoustics, neat decor, easy parking, and it's a nice clean place that doesn't stink like some of the bar scenes in SF. The bathrooms are awkward at best to get into and there is little to no seating if you are going there for shows, but that's the only fault I could find. Definitely my favorite venue to see bands at.",5
Bottom of the Hill,Andle G.,"Atlanta, GA","May 14, 2009","The first rock venue I went to in SF.They book great shows and even when it is crowded it's still mangable.  Parking is usually ample!! Good sound, decent cheap food, smoking area in the back for the three of you who still smoke (bad, bad)Cons:  There is a bottle neck between the main area and the bathrooms and merch table.  I have to think this greatly decreases merch sales for bands.  Sad.  The bathrooms are actually usually clean but so tiny and right at the stage (little privacy).",5
Bottom of the Hill,Krystle S.,"Noe Valley, San Francisco, CA","May 11, 2009","Here's the rule: if one of your favorite bands is playing here you buy a ticket immediately.  Done.I don't care if you don't have a crew to go with yet.  I don't care if you're supposed to have dinner with your gf's parents.  I don't care if a gnarly purple dragon is threatening to eat you if you purchase a ticket.The way I look at it, even if I don't make it to the show the ticket was probably only $12-$15 anyways.  Just feel good knowing you threw a little extra cash towards your favorite band.If you do get to go though, you're in for a treat.  The drinks are surprisingly not overpriced, the space is small and intimate, the decor is eclectically cool, and since the tickets were cheap you can buy that concert tee without feeling guilty.",5
Bottom of the Hill,Corey V.,"San Francisco, CA","May 7, 2009","I'm not into music at all and I still think this place is pretty great.  $5 meals, $5 pints, plenty of space as well as an outdoor area and tables to sit at.  This place is the blueprint of what all music venues should be.  Maybe it is.  I don't know.",4
Bottom of the Hill,Cesar Thomas V.,"Redwood City, CA","Apr 29, 2009","This is what SF live music scene is all about!  The kind of place where you bump into band members on the floor, or have a drink with at the bar, before or during a show.  So intimate, you can feel the chemistry between band members when they're on stage performing. Great bookings.  Great audio.  If you're a true music lover, how else can you top that? ""Well, how 'bout some booze to go along with that"" you said!? Well, don't you worry. This place is so dive, you'd smell the stench of booze oozing all around its walls. Nice cold taps, whiskeys, even fu-fu drinks if you prefer.  Just ask the friendly bartenders.  So, there you go; inexpensive shows and inexpensive drinks.  Let the good times begin!",5
Bottom of the Hill,Robert S.,"San Mateo, CA","Apr 16, 2009","Nice small event place for local acts. Came here for a an event I designed a flier for.  ""Psycrons"" The drink prices were decent and bout right for a night out. The event was sometime during the week so the place was not too packed but it def packed in toward the end when the main acts were on stage.  So far this place was cool to hang out but was out i the middle of nowhere you pretty much have to be set on going here as there is not much nearbye if you decide to go somewhere else.",3
Bottom of the Hill,Laura M.,"Honolulu, HI","Apr 15, 2009","I have always loved this place for the bands they book and its no-frills atmosphere, but the staff there sucks---namely, the tall door guy who always wears the beanie. He SUCKS. He's just a complete asshat every time I go there. End.",3
Bottom of the Hill,Chris C.,"Oakland, CA","Apr 14, 2009","I've only been once but had a GREAT time there!  Plenty of parking, good sound, good bartenders, so small you can see/hear from anywhere.  It's literally a hole in the wall, but I like it!",4
Bottom of the Hill,Henry Y.,"Palo Alto, CA","Apr 11, 2009","I've been here plenty a time, but finally got around to cooing about it. Saw the band The Homosexuals here recently, at least the current incarnation of that late 70's/early 80's DIY slice of sheer brilliance. Great sound system, nice that they serve food too, the booze isnt' overpriced, and the there's that outdoor area in the back. They've hosted many a great show and I'll keep coming back here for more.",5
Bottom of the Hill,Sara W.,"San Francisco, CA","Apr 9, 2009","This is an awesome place to see live shows and check out new bands. The stage is almost ground level, so you're face to face with the acts. The back patio is nice for breaks in between sets and there is also good (and cheap) beer on tap. Since it's a bit off the beaten track, you tend to get real musicophiles in the crowd too.",5
Bottom of the Hill,Michelle C.,"Petaluma, CA","Apr 7, 2009","I have been here many times to listen to good music. They got me hooked on a band called PUNCHFACE. However, there are not to many seats to sit down and chat w/ friends. Everytime we have been to BOTH we found parking really fast which is good for SF. Overall its one of the best places to check out local bands!",4
Bottom of the Hill,Zach C.,"San Francisco, CA","Apr 7, 2009","Absolutely my favorite venue for shows. I've never been here as just a bar, in fact I have no idea how often they are just a bar. The size and layout of the place all fit the shows I've seen very well. The crowds always seem to be into the artists (they actually are knowledgeable about the music). Favorite venue in SF.",5
Bottom of the Hill,Mace M.,"San Lorenzo, CA","Mar 24, 2009","One of my all time favorite venues.I've seen tons of bands play here, even larger bands, which is awesome in such an intimate setting. The crowds are always great, the bar is even better- especially because I can have a couple drinks without emptying my wallet. I also love going there early and playing pool, or hanging out on the back patio.Oh yeah, and it isn't the sound guy sweetheart, as the saying goes: ""If its too loud, you're too old!""",4
Bottom of the Hill,Javi V.,"San Diego, CA","Mar 19, 2009","Amazing place. It is a sin that I haven't come here before. Just from the beginning, the name and the neon lights are catching you upon entering the street. It is so far from any other source of entertainment, so isolated in its own loneliness, that  the feeling of ""yeah, I am coming here for a reason, it is not that I am wandering around Marina and choosing a random place"" can not be higher.  Then, inside, the crowd is relaxed, the sound is great, the drinks are good and fairly priced (not great selection on beer, though) and there is food.The restroom is a cool piece of art in itself. Sooo ... pick your band (there should be something for your in their calendar) and let's rock at the Bottom of the Hill.",5
Bottom of the Hill,Al I.,"Oakland, CA","Mar 17, 2009","by far my favorite venue in the city. not too big, not too small. the sound is good, cheap drinks, smoking area, and FOOD. parking is easy as well.",5
Bottom of the Hill,Ben H.,"San Francisco, CA","Mar 16, 2009","Cool venue. It is small and you can get a good view of the stage from anywhere. I didnt try the food, but the beer was appropriatly priced. The show I saw was really good, they had both local and non-local bands. The ticket price seemed high, but maybe it is normal, at least it is supporting the smaller bands. I will go back to see some more shows for sure.",3
Bottom of the Hill,Alicia C.,"San Francisco, CA","Mar 9, 2009","I used to go to a show here probably once a month.  Its just small enough that you can see from anywhere, but its usually easy to get close anyway so its a double plus.  Great atmosphere, way easy to find parking.",4
Bottom of the Hill,KC K.,"San Francisco, CA","Mar 2, 2009","Bottom of the Hill is a great venue.  It's large enough to accommodate a good sized crowd, but small enough to keep a personal feel to the event.  The patio outside creates a nice area where you can step away from the loud music and chat. The acoustics in the place are outstanding:  they manage to maintain a good strong powerful sound you can feel in your chest without deliberately raising the volume to ear-piercing levels.  And a mandatory shout out to the band I came to see:  Kinch!",4
Bottom of the Hill,Nikki F.,"San Francisco, CA","Feb 26, 2009","best little venue in the city, where you can still hear a really great little band for under $20, often under $15.  seriously, a rare gem these days.  not sure how they do it, but please, keep doing it.  and thank you.highlights: the Okay, sunset rubdown, a few years ago, and Pela more recently!! so thank you!",5
Bottom of the Hill,Caddy M.,"San Francisco, CA","Feb 25, 2009","I've only been here once, but instantly loved it. Super yelper , Mel V. , brought me here for something she had to do for work, and I was happy with the vibe, the setup and the bartenders! The music that night was an eclectic lineup of indie bands. very different from each other, but all really good. It made me wish I lived in SF, so that I could go to attend more shows. Parking wasn't difficult to find, either. a big plus in the city by the bay e yea!",4
Bottom of the Hill,Carly W.,"San Francisco, CA","Feb 17, 2009","I was invited here by a friend and had no idea what to expect, but left more than satisfied and slightly hearing impaired. The Bottom of the Hill had a very relaxed and laid back atmosphere which I like. It doesn't have all that much seating except for in the back, but you can't see the stage. My friends and I hung out in the back and had a couple of beers and then headed out front when the second opening band came on stage. It was nice to hang out in the back because we had space to move and some of the band members were hanging out back there too. Once we moved out front it was shoulder to shoulder. I definitely liked that the bar was fast. We never had to wait more than a couple of minutes to order. Bottom of the Hill also had drinks in every price range starting at $3 for a beer. I really enjoyed both of the opening bands that played the night that I went, but the sound was off with the main band that played. The mixture between the instruments and vocals with the opening bands was really good, but the instruments in the main band were so loud that I couldn't hear what they were singing and it was killer on the ears. All in all this place was pretty cool and I enjoyed the music. The calendar on the website lists the bands that are playing and the cover charge for that night. Definitely check this place out if you like live bands. Warning: Bottom of the Hill is definitely in the middle of no where, but you can still catch a taxi.",4
Bottom of the Hill,Lan H.,"San Francisco, CA","Feb 16, 2009","The first time I walked into Bottom of the Hill, I was already three beers behind and needed to catch up to friends who had already started the drunken debauchery.We popped our Bottom of the Hill virginity with Loquat and The Frail who were both excellent in concert. The venue itself is small and intimate - so intimate that you can pretty much feel everyone's sweat. Not such a great thing when you're at arm-pit level, as I am, but not so bad when you're listening to good music w/ a G&T in your hand.",4
Bottom of the Hill,Matt F.,"Novato, CA","Feb 16, 2009","Even though it's small and a bit off the beaten track, I've been to plenty of good shows here and the beer is decently priced. Also, parking is usually easy, definite positive.",4
Bottom of the Hill,Lloyd C.,"San Francisco, CA","Feb 9, 2009","frequent shows, easy parking, inexpensive tickets, cozy venue, acoustics vary",4
Bottom of the Hill,Nicole F.,"Clovis, CA","Feb 5, 2009","One of my favorite venues in the Bay no less San Francisco. Can be a little stereotypical to the genre of music that's playing that night but everyone is welcome! I like the underground scene with the occasional headliners stopping by from time to time. PLUS, my car won't get broken into while I'm at the show, that makes me happy.",5
